Code,Description
25290898,RTE Clearing Import And Exports
21089892,Absolute Rigging and Transport (PTY) Ltd
21406018,SAFS Trading
25293692,Awelani Clearing Services
25224628,Mtfombeni Investments 39
25186510,Edju Harvesting
25286026,Downwind Freight Services
21950312,OK Consodium
21710716,Sayiren Trading And Projects
21830867,Goroad
25298228,BQE Couriers
22002835,UFS Africa
22018366,Arianna Kayla
21967524,Mas Logistics
25300416,R Snyman
25140786,Walia Logistics
25133667,Parts Warehouse
25066337,Four Tenths
25303016,Thamens Transport Services
25288797,Worldco Logistics
21893979,Toros Lakas
25303504,D A R Logistics
25202164,North Star Africa International Logistics
25282543,ML Trading SA
00625917,Pronto Clearing
21876146,KBNN Malapile Group
25172456,Solo Freight Logistics
21843186,Fatony Logistic
21933851,Asea Cargo Solutions
21407600,Extra Dimensions 1464
72001765,Verreaux Trading 2 (Pty) Ltd
72003636,Frankan Logistics CC
20131613,SIY-SITC
00426762,Sea Lake Investments Pty Ltd
01827502,Furnmove CC
FH000311,Electric Sparking Power (Pty) Ltd
FH000317,CA Sales
20537973,Masha Allah Carriers
FH000316,Kasembo Transport Limited
01753523,Egza Trading & Freight CC
20856395,Vinsha Logistics T/A Reliable Transport Services
72000602,Modcraft Transport CC
72003261,Multilayer Trading 863 CC t/a Vos Freight
FH000321,Antonio Jose Araujo Lourenco
72000610,Craig Young Carriers Trust
FH000325,Nu Africa Transport
20951987,Bay City Trading 201 CC
72000629,Kwikcorp 72 CC
FH000330,Pote Transport
FH000336,Market Demand Trading
00865424,Lovemore Bros Transport (Pty) Ltd
72003202,Seun Jacobs Transport CC
21202031,L2P Electrical and Plumbing Contractor CC
72000653,Mannys Transport CC
20141665,Northern Logistics Pty Ltd
21117751,Sunshine Smile Trading 106 CC
20554264,FFR Customs Clearing and Related Services
72000671,J.R. Luus T/A Morivian Investments
20254255,Nismo Cars CC
FH000783,PSS Logistics
FH000785,Gouws Transport
00458122,Cargo Services Beitbridge Pty Ltd
21319271,Octo-Logistics (Pty) Ltd
21054269,DRC Logistics CC
72004705,Arrow Logistics (Pty) Ltd
21562269,SDM Clearing Agent (pty) Ltd
21219790,Cornelius Jacobs Rieckert
FH000340,Danker Freight
20116728,Tamasa Trading 195 CC T/A Just in Time Transport
FH000756,Cool Fresh Transport
21537321,Unified Foods (Pty) Ltd
72004330,Mawire Transport and Logistics
21031163,Andreatta Transport CC
21037171,Addelford Transport (Pty) Ltd
FH000385,Asiloli Investment
21140658,Coral Blue Trading 28 CC
FH000389,Jojo Freight Services
FH000387,Shiselweni Forest
20488266,Page Close Props 2 CC T/A Loadmaster
20803827,Levine Namtrans Movers CC
FH000798,Gibcor Transport
FH000394,Van Way Marketing
FH000761,Besfeld Transport
20100519,Mashwayi Projects CC
FH000353,Dev Vre Trans (Pty) Ltd
72001331,PFnet Trading CC
FH000746,Yimurai Transport
72003679,City Boys Cartage (Pty) Ltd
FH000747,WS Transport
FH000741,Oriental Quarries & Concrete Blocks
20744585,Jaids HardwareCC
FH000364,Fase Enterprises
72003695,Ilinge Labathembu Trading & Transport
FH000362,Namibia Joinery Suppliers
FH000371,Kgalagadi Plastics
21279550,Dawn Catherine Khaled
21561149,Toyo Logistics (Pty) Ltd
72004357,Translink Truck and Bus CC
FH000772,Unlimited Logistics
72000531,L. Denner BK T/A L. D. Versreiders
20818238,Erenco Trading Enterprises CC
FH000374,Mish Trans Logistics
FH000380,N & J Distributors
FH000769,Potgieter Transport
FH000765,NML Transport (Namibia Multi Loads)
20462742,Theo Clearing Agent
FH000826,MB SEC AS AFRICAN MINING LOGISTICS
FH000827,DONKKEY TRUCKING AS KINGS CHEMICALS LTD
00162489,Esorfranki Construction
20968706,SP Shipping CC
21036742,When-We Carriers
21079502,Timshir Freight Services
21535973,Elie- Kazade Transport (Pty) Ltd
FH000832,Kachoma Investment Lusaka Zambia
20605628,Cantoni Lounge (Pty) Ltd
FH000851,Montana Meats
FH000852,Grand Lakes trading
21146392,Life Form Taxidermy
21031228,Umsundu Trading 41 CC t/a Vinito Hoist House
72000114,Mukwadzi Estates  Vervoer Bk
20517150,NHR Investments (PTY) LTD
21150461,Rak Logistics South Africa (Pty) Ltd
21035665,Octaque Properties Pty Ltd
20827422,Rotwe Trading Enterprise
01143896,DFE Marketing Services
20692700,Royal Gold Shipping Agency
72002168,Blue Sands 451 T/A A&D Logistics
FH000809,Over Land Transport
20722044,Bravo Group Manufacturing (Pty) Ltd
20100989,Triton Express (Pty) Ltd
21125443,Mudzwiri Logistics CC
72000165,Xama Investic 9 cc
72001811,SCM360- Division of Pepkor Retail LTD
72000572,All Africa Logistics CC
72002974,Transiton Longhaul (Pty) Ltd
21038290,Dagbreek Veroer
FH000845,La Couronne Logistics
01798051,Drakensberg Logistics Pty Ltd
20154269,DRC Logistics CC
20501671,CR Logistics CC
21284642,Osdam Boerdery (Pty) Ltd
FH000208,MGC Transport
01807562,Valgen Trading CC
FH000203,Jet  X Couriers
72002559,LSN Transport
72003131,Victory Ticket 991 CC
20130427,Transvaal Heavy Transport (Pty) Ltd
20966940,Taures Trading and Transport CC
72000564,Bolt Action Trading
01793106,Antalis SA (Pty) Ltd
72001838,PCC Logistics CC
20528231,Elite Clearing And Forwarding (Pty) Ltd
20517672,Bloemfontein Cold Storage Business Trust
72000191,Dalitso Investment
72001854,Danmargio Transport CC
72003271,Aquaglo Investmens CC
20838245,Present Value Trading 7 CC T/A Nationwide Trucks
20963645, Zebra Freight
72000599,Castlehill Trading 120 CC
20234159,Transit Freight Co-Ordinators Pty Ltd
20158923,Valtran CC
20787418,Abdul Raul Transport CC
20091460,Westmead Logistics CC
21109814,Leo Servicos Trading Enterprises (Pty) Ltd
72003296,Malila Transport
21137432,Phakoe Transport Solutions (Pty) Ltd
20292226,Customs Clearing Specialists South Africa CC
01311900,Adven Konstruksie BK
20495001,African Spear Trading
20066620,GPAS Int Trans CC
00087079,Watch Tower Bible and Tract Society of SA
FH000215,Blouws Transport
FH000213,MacDonalds Transport
72002567,L.S.P
72003504,Inkoleko Trading 590 CC
20962279,Umier Logistics CC
1056403,RA Govender CC
72004640,JTL Vervoer
20156947,Concorde Logistics CC
20397546,Scorpio Carriers CC
72003520,JE Meyer
20404306,Asif Auto Carriers CC
21135278,Pyramid Holdings Pty Ltd
72002516,Ngululu Bulk Carriers (Pty) Ltd
20111157,Sealand Transport Services
72000548,Rishmed Carriers CC T/A BRS Carriers CC
20805013,Lecs Customs Clearing Agent
01703407,Cartol Beleggings Pty Ltd
01279964,Mondeo Express Freight (Pty) Ltd
01165170,Pelican Freight International CC
FH000033,Flamboyant Investments
FH000037,Ngoshi Carriers
FH000099,Groupe Jambo SPRC
FH000055,Nello Gonsalves E Filhos
20201466,Tindak CC T/A Hanlou Vervoer
FH000438,Supersteel Transport
01593184,Kwikelec
FH000435,J.P Jooste Transport
20897092,George Mansena
FH001035,Herbert H Phiri t/a HH Transport
FH001039,Absalom and Sindisiwe Investment
FH001038,Carver Pty Ltd
00870699,Africa Building Suppliers
20829147,Amigos Packaging CC
FH001041,Pops Refrigeration & Air Conditioning Co.
FH000020,Phemba Transport
FH000027,DHL Botswana
FH000973,Abundant Bakery Suppliers
FH000972,Transport Solutions
FH000024,Unitrans Swaziland (Pty) Ltd
72004802,CAD Transport CC
FH000424,Earthquake Transport
FH000426,A L R Corporation
20428289,Etosha Transport (Pty) Ltd
FH001045,Akusaneni Transport
FH000421,Ingubo Ayinamali
72004403,NEM Logistics
FH000039,Willpower Transport
FH001050,Mother Truckers
20629223,Mega Frame Industries Pty Ltd
FH000863,Pisces Investments
FH000860,Speedex Courier & Freighters
FH000866,Malmoza Logistics/ R. Gaffar Transport
00846235,Mozangola Importers & Exporters CC
FH000865,RFB Cargo Services
21112752,Stevekidd Trading 13 CC T/A MB Logistics
FH001026,Armstrong Haulage
FH001029,Rays Construction
20738993,Blazecor 48 CC T/A Trussco
21459648,Kris Freight Logistics
21493885,Speedway Transport Solutions (Pty) Ltd
FH000089,Bathroom Bizarre
FH001011,Changalusa Auto Paints Transports
FH001012,Pionto Investments
72005248,Concorde Carriers (Pty) Ltd
FH000079,Whelson Transport
FH001002,GR Noka & Fils
72000701,Moira Trucking
FH000085,Bible League
FH001009,Asante Investments
20748653,Range Poultry (Pty) Ltd
FH000067,Calovane Transport
01776114,Leo Shipping Services CC
72005221,RS Regal Carriers NCCC
01887860,Abbot Machine Moving & Rigging ( Pty) Ltd
72000289,Martiq 948 CC
20696196,Borcosta Trading CC
20945686,Universe Bedding
21350876,Qocir CC
20582222,Ditlou Imports and Exports (Pty) Ltd
72000777,Malrek (Pty) Ltd
21160083,Pro Star Express Western Cape CC
72000726,MNS Freight Pty Ltd
21064611,Secure IT Import & Export
21351651,K And K Chandlers CC
72000718,Zamona Logistics
72002273,WFM transport
20162768,Peterbill Transport Pty Ltd
01357370,Onyx Distributors CC
21329993,Gerizan Trading CC
21096855,Deula Auto Drawn CC
21403744,Aspen Logistics Services (Pty) Ltd
72000734,Zokuspex Pty Ltd
01885108,Impact Plus Trading 202 CC T/A Freight Impact
00543626,RTT
01783799,National Heavy Haulage Pty Ltd
72003822,Logistics For Sub Sahara CC
FH000496,CF Zefania
72000300,Gerhardus  H. Visser Trust T/A Oryx Transport
21345687,Jayden Customs Services Pty Ltd
21135804,Condor Holdings Pty Ltd
00474207,Speedway Freight & Transport
20340119,Sediba Clearing ( PTY) Ltd
FH000480,Feedmaster
FH000474,Grow More
FH000478,F & R Stationery
01159856,Forwarding African Transport Services Pty Ltd
01929347,Imperial Retail Logistics (Pty) Ltd
FH000470,LSM Distributors
20186878,W and J Transport
72001668,Rincewind Transport
21162345,Ishelo Transport (Pty) Ltd
72001285,Canterbury Transport CC
21162736,PCC logistics (Pty) Ltd
72000688,Cargo Africa Logistics Pty Ltd
20269561,Melville Trading (Pty) Ltd T/A Twane F&C
21135812,T & N Logistics
FH000007,Falcongate
72004462,Cross Line Transport
FH000403,SYZO Transport
FH000015,Milton Supply Chain
01871574,Bolsbury Trading cc
FH000010,Midsta Investments
20154553,Blueroof Transport Pty Ltd
FH000901,Kapani Enterprises And Foodworths
01648020,Cafe de Pesca CC
FH001076,Gatha Enterprises
01911597,Eastern Transvaal Spares Exports CC
FH000930,Christopher Timothy Mtambo T/A Netic Transport
20954854,Virgel Trading Enterprise CC
20073781,Zimbulk Tankers Pty Ltd
20926705,Deals 4U Twenty Six CC
21135065,Turbo Pty Ltd t/a Parts Sales Botswana
FH000916,Zonera Transport
21421597,Adriaan And Adriaan Trading (Pty) Ltd
72001242,Transphor (Pty) Ltd
21050379,Volden Carriers CC
20968250,ML Combrinck t/a Brick Express
20611732,Trademixers 20
FH001065,JC Trucking t/a Summerton Transport
FH001068,Fourek Investments
FH001074,Chivtangwa Lusungu Transport
FH000947,Wellemu Investments
00633757,Road Runner Auto Spares
FH001070,Angermund Transport CC
FH000058,Visao Global
FH000940,Sornout Pvt ltd
20650955,NV Dimitron Transport
FH001083,Felix Construction
FH000928,Hadid Enterprises
FH001088,Rainet Logistics
72004845,Summerlane Trading 312 Pty Ltd
72004853,Koegelenberg JHJ
72003326,Del Toro Logistics Pty Ltd
20155211,Botswana Road Hauliers
FH000920,Goodhead Trucking
FH000921,Yamun Trading
FH000051,VDV Transport
FH000456,S.D Electrical
FH001059,Colovane Services PTY LTD
FH000454,Mega Tech
FH000450,YKK  Investment
FH001063,Calmose Transport
FH001061,Pratcom Investments Pvt Ltd
FH000956,Sagombeto Motors (Pvt) Ltd
21034154,Blessed BW Transport CC
FH000063,Vucca Trading
20142092,SA Business Facilitators (Pty) Ltd
FH000448,Steel and Wire
FH000053,Matos Transporters
72003385,GWB Power Supplies
72004004,Archive Link Trade CC
21030701,Load Haul Trucking CC
00708511,Geustyn & Horak
72000009,Non-registered / non road haulier
20251124,Slabbert Burger Transport (Pty) Ltd
72005051,Walls Transport And Warehousing
FH000555,Ortho Surje
FH000552,Foamex Industries
FH000558,Watson Transport
01905008,Enkanini Investments cc t/a Papera Africa
FH000557,Mush Taq Plastic
72004918,JH Van Den Berg T/A Golden Reward
FH000151,Thrilling Investments
72003474,Cox Transport
FH000147,Cubiquity Transport
21035150,Transport Boss CC
72004152,Zimgrens Vervoer CC
20411271,Namcon Logistics Pty Ltd
FH000544,Mega Tyre
FH000545,Hoagets Ltd
72004144,Infinite Blue Trading 79
FH000157,Bock Transport
72003482,S and T Africa Carriers
FH000576,Makabane Molelekeng Amelia
20861449,P & T Import and Export Clearing Agent
FH000577,Blackies Consultants
FH000171,Ilford Services
FH000168,Nannan Bedding
FH000167,Kuvango Supermarket
FH000165,BJ Groenewaldt
00408936,Spedag South africa Pty Ltd
01664938,Barnes Fencing Industries Pty Ltd
72003490,Chita One Logistics
20334101,Goldee Trading 174 cc
FH000563,ND Import/Export-Zimbabwe
FH000175,Stetson Transport
20830171,Capricon Clearing Agent
FH000199,BC Carriers
20522012,Sabot SA Pty Ltd
72000823,Terminator Truckers Pty Ltd
FH000185,Obie Transport
FH000192,Loubser Transport
21224688,Amore-Rhyn Beleggings (Pty) Ltd
72002397,Freight National Logistics and Transport Services
00371034,Goldens Motor Supplies
20644654,Marissa Nel Orthotists and Prosthetists
FH000986,RTC (Pty) Ltd
21428702,A N Africa Car Carriers And General Trading
21562021,Reliable Clearing (Pty) Ltd
20321884,Big Star Cargo Service
20804874,Capital Star Steel Pty Ltd
FH000991,Swaziland Industrial Agencies (Pty) Ltd
FH000992,Dolphin Logistics (Pty) Ltd
72005124,ARF Logistics CC
20724810,ACS Global Forwarding
21374552,Moz Power (Pty) Ltd
FH000566,A.L De Jager
72004543,JA Lourens T/A Andre Lourens Consultants
FH000562,Suncrest Transport-Zimbabwe
FH000184,FP Du Toit Transport
20724853,Caldeira Business Trust T/A Metro Fruit & Veg
20368933,Riverwalk Trading 286 CC T/A WR Clearing Agent
72001633,Vukani Ma- Africa Trading 2
72000874,Reddy Logistics CC
72001625,Educated Risk Investment 164 Pty Ltd
20294618,Kazuno Auto Exports CC
01853659,Icm Cargo Services (Pty) Ltd
21068781,Vicky and Itu construction and Projects
72000327,Newline Investments 110 (EDMS) BPK
01850684,Wholesale Housing Supplies
72003717,Misty Lake Trade & Invest 91
20842705,Evertrade 52 (Pty) Ltd T/A Silverton F
20952142,L O Rall Boerdery
21035479,Asteri Carrier CC
20437139,MS Express South Africa Pty Ltd
FH000603,Tco - Transport
00589053,Quadrant Investment (PTY) LTD T/A Interfreight
72002370,Cargo 2 Congo CC
00404574,Corrigan Investments (Pty) Ltd T/A Kevcor
20714522,Blackies Consultants
21122029,Kwikcorp 304
20458479,Simbo Project and Commodity Brokers T/A Simbo
21473696,Bono Freight Service
21417698,Bobos Trading (Pty) Ltd
01172524,Sky Country Meats Thaba Nchu (Pty) Ltd
01054001,Kingfisher Freight Services CC
20864324,Monjisu Trading 3 CC T/A Inter-Africa
01063492,Marley Pipe Systems Pty Ltd
00716505,Pioneerfoods (Pty) Ltd) T/A Sasko Grain
21021630,PQF 069 Investments T/A Stephs Storage
20418926,Sam Rooney Repairs CC
21196476,SH Lombaard Transport CC
20664661,Asma Africa Carriers cc
20865002,Mzenga Logistics CC
20083891,DJ Bosman Transport Pty Ltd
72000971,Emo Logistics (Pty) Ltd
72000475,Monaliza Transport CC
00670853,Crossroads Distribution t/a Skynet Worldwide Exp
72000955,Convey Net (Pty) Ltd
72001951,Zeddys  Transport
20594033,Siyaduma auto ferriers (PTY) LTD
72000998,Blister Retail Trading
20817355,TFS Wholesalers Qwa Qwa Trust
20646665,J and S Mabina Trading Enterprise
72001978,Maverick Trading
20816235,Mouton Scrap Metals
20140499,Mach Transport
20557611,Groblersbrug Border Clearing and Forwarding
fh000554,MW Packaging
FH000598,Hainsany Enterprises
72001579,QCK Lezmin 4145 CC t/a AB Carriers
20906846,Naledi Global Cargo CC
20857256,LDR Freight CC
FH000583,Tropical Botswana
72003806,Tauras Trans CC
20503605,PTY Trade 210 Pty Ltd
20962864,Abijodi Transport and Projects CC
20749269,Kasana Traders CC
21134913,Zota Trans Cargo
20982049,Ideal Trading 83 CC T/A Ideal transport
20647548,Fourway Logistics Solutions (Pty) Ltd
21497945,TL Constructions And Landscaping And General Trad
72001137,Ultrarides (Pty) Ltd
20326282,Kolaine Transport CC T/A Uni Freight
72001161,Victory Ticket 289 CC
21346489,Espumati Construction
21603636,M N Brothers (Pty) Ltd
21566407,Promitrix CC
72001560,Cement Product Carrier CC
FH000515,Eureke Setebi Phikwf
20709015,Jamax Trading Company (Pty) Ltd
20927191,Chinco Fireside Treatment
20350695,CWC Road Consolidators (Consolidation&Wholesale)
FH000106,RTT Solutions
FH000109,Road Transportation Team
20565524,Customs Clearing Agents
FH000100,Godfreys Transport
72003431,Zascogystix (Pty) Ltd
FH000103,SBS Trucking
FH000101,Makumbe Ltd
20254042,Warriach Traders CC
FH000506,J & L Bellegings
FH000505,Lone Star
FH000500,Global Holdings
FH000117,Transhunt
72004187,Nolenga Transport
FH000111,RFB Logistics
FH000113,Sabots
FH000115,Frequency Trucking
FH000537,City Link
FH000535,Morvit Grupo Lda
FH000534,Tamele Vista Alegre
FH000531,Gentex
20064716,MBSec cc t/a MBS Carriers
FH000530,Green Lane Projects
20980739,Comserve CC
FH000128,Fanick TPT
72004985,Space Shifters (Pty) Ltd
72004179,FSG Transport CC
FH000140,Jodi Investments Pvt Ltd
FH000521,Primetime
FH000138,Imperilog Gaborone
FH000136,Nicks Motors
FH000289,Butsvara Transport
20519624,Bitwell Engineering & Haulage
FH000284,Tsungai Transport
FH000292,SB Transport ( PVT) Ltd
72002095,Werda Container Carriers CC
FH000290,MP Food Processors (Pty) Ltd
20489002,Excellence Clearing Agency
FH000695,Brakwater Abbatior
20205631,Damco Logistics Pty Ltd
FH000680,MMS Transport
FH000265,MS Roadlink Investment
FH000264,NCT
72001420,Natcorp Specialised Logistics Solutions Pty Ltd
FH000262,Chibe Trucking
FH000664,GMR Freights Swaziland Pty Ltd
FH000246,Sibnet Trucking
FH000247,ZSR Transport
FH000241,HAW Retailers
20437678,National Bread Improvers Pty Ltd
FH000651,Dalitso
21033298,Shonalanga Fisheries
20521482,Metreta Investments (Pty) Ltd
FH000657,Airwings Courier CC
FH000256,Mahabir Transport
72001471,Utale Trading Enterprise
FH000258,Stuttafords Removals Zimbabwe
FH000251,KM Transport
FH000253,Value (Freight Pak)
01893339,Transport Brokers (Pty) Ltd
00683504,SA Truck Bodies (Pty) Ltd
FH000640,Masiya Transport
FH000643,Alcari Transport
20945835,Claudes Cross Continental Logistics
FH000261,W & K
FH000645,Unidel
FH000220,De Jager Transport
FH000224,Agrico Farming
72001463,Across Africa Freight Pty Ltd
FH000229,Bolders Transport
FH000677,Juta Transport
FH000271,Xinergistix Transport
FH000272,Imperial Transport
20934855,Lonehill  Transport
FH000676,Cestive Transport
FH000673,Run Transport
72002079,Margie Fourie CC T/A Krisma Transport
20928163,Goldpot Milling BK
FH000276,CHV
21287331,Credoscape Enterprises
FH000278,Mastdon Services Pvt Ltd T/A Witbest Transport
FH000277,Biltrans Services Pvt Ltd
FH000667,Zambulk Tankers Pty Ltd
FH000668,Katemo Zambia Ltd
FH000669,Yamun Trucking
FH000283,Flash Transport Zimbabwe
21030752,Trojan Truck Systems Pty Ltd
FH000730,Kukura Kurerwa Bus Co.
20173459,Botswana Consolidations CC
FH000702,Menqo Transport
20560069,Linda Nel Clearing
FH000708,Coleman Trasnport
00961309,Toyota Tsusho Africa (Pty) Ltd
72004251,PJJ Claassens T/A Claassens Transport
FH000711,P van Zyl Tansport
20421632,Pro-ActiveShipping & Freight Solutions
FH000227,Leretlwa
72004217,MRB Transport CC
FH000630,Pavillion Couriers
FH000637,Triple J Transport
72001455,JM Reitsema
FH000625,Yengatech Enterprises
72001447,Omsha Trading Enterprises
FH000724,Tompex / ASAP
20336406,Possi Trading CC T/A East Coast Freight
72002001,Interborder Logistics CC
01186168,Novotrans International Forwarders Pty
20702290,Shiv-Dev Trading CC
20749516,Wasaa Gasses Pty Ltd
20728034,Silostrat Pty Ltd
21411381,Ayh Trucking (Pty) Ltd
FH000735,Silvio Transportes
FH000736,Mussa Omargy
FH000713,Desert Hire Logistic
20980027,Mathulusi Service Station CC
20716460,Snow Line Trading 544 CC
FH000718,Kaduka Investments Lusaka Zambia
20337976,Roost Freight Services CC
01462571,SRP Shipping Pty Ltd
20716452,David Gilbert Ainsworth Trading as Barrs Agencies
20454899,TIR Africa Transport Services CC
72002052,Terrasurveys South Africa
21212605,The Beaver Projects and Home Maintanance
72000033,Vain Transport and Management Pty Ltd
01208214,OTT Technologies (Pty) Ltd
21129104,GGO Freight and Logistics (Pty) Ltd
20752633,Choppies Supermarkets SA Pty Ltd
21157652,Botfield (Pty) Ltd
21560649,Roux And Roux Distributors (pty) Ltd
FH000782,Machado Transport
FH000344,Radchart Investment Zimbabwe
FH000758,MGL Transport
20205062,Speedy Carriers
FH000205,Trans Line Carriers
21559897,Hlogolosa Clearing
72001862,Rajins Express CC
72001498,Zamlinx CC
21533588,Anglia Khan Cargo (Pty) Ltd
00141874,Dunrose Trading 57 (Pty) Ltd
20599124,Silvex 294 CC
72003865,Toppies Transport Pty Ltd
21045481,PMD Air Conditioning CC
FH000479,Farm Chemicals
FH000401,Nation Wide Freight
20409219,Namibie Multi Loads (Pty) Ltd
FH001075,E.M Issa transport
20678602,Infinite Fleet Logistics Pty Ltd
FH000060,Papadyke
FH000447,Cash Build
72004942,Linton Carriers CC
20377885,LG Imports & Exports cc
21273692,Imberbe Logistics (Pty) Ltd
72005183,Shiptech Petroleum (Pty) Ltd
72003091,Janka Vervoer
20473808,Joelwn Freight Services Pty Ltd
01858804,Skytrans CC
20407119,Gentech Tranport CC
FH000520,Insburg
FH000137,Larkcon
FH000329,Pioneers
00043334,UCL Company (Pty) Ltd
72002400,Quality Airfreight Services and Road Specialists
FH000395,Swazi Wire
01809247,LC Sibanda T/A Cross Border CA
21155870,Izak Johannes Ludick t/a Ezee Clearing
20924019,Ntha Jones Business Trading CC
01374656,Lebombo Clearing Agency
72000297,Sadick Mzee Traders CC
FH000070,Giants Freight (Pvt) Ltd
72000203,M De Sousa Cleaners  cc
FH000471,Kamagitja Investment
FH000464,Mgavuza Investment
21294914,Jarp Logistics CC
20419825,Plant Technical Services
20562932,SRB Trading & Trading CC
72004047,Target Transport SA CC
FH000553,Perfect Horizon
FH000145,Suheregt Transport
01850641,Blue Jacket Transport
72002338,La Vista Vervoer
20613476,Sheiknah Transport And Marine Services
21441561,Clotan Steel (Pty) Ltd
72000416,NWB Carriers CC
FH000513,Trident Francistown
01787794,Elopak South Africa (Pty) Ltd
FH000102,Tweende Basila
FH000509,Northern Glazing
FH000110,TCS Transport
72004977,WTA-Wheels That Action (Pty) Ltd
01265050,Vangelo Freight Pty Ltd
FH000248,Maids Transport
20751986,Mophato Freight Consultants CC
21147240,Trans border Logistics
FH000279,Duzenta Transport Mozambique
FH000237,Tops Operations
01438398,Vopak Terminal Durban Pty Ltd
FH000309,Tlakganeng Investments
72003237,See Me Transport
20713649,Marvic Trust
20425697,Shami Motors CC
20682099,G & N Fresh Produce
72002877,B Cool Produkte CC
00937397,H & M Packaging Pty Ltd
FH000766,MLN Transport (Multi Loads Namibia)
00223782,Cargo Carriers Limited
72002966,Casamark (Pty) ltd
20131709,Choundhry Motors
FH000862,Omnibuild Pvt Ltd t/a Wright Transport
72000785,Africa Transport Masters (Pty) Ltd
FH000938,Jumbo Transport
20835742,Landou Import And Export
21137700,Relay Customs Logistics Pty Ltd
FH001066,Pelican Freight International mozambique
FH000953,Convoy Logistics
20195779,Tiran Transport CC
72002354,Translanga Carriers CC
20274726,Express Freight For Africa (Pty) Ltd
FH000611,Dikgomo Tyre Services
72002303,Time Trucking (Pty) Ltd
00505671,Alba Exports CC
72000076,Beeline Transport CC
20931244,Cross Continental Marketing and Broking CC
01716354,Chester Wholesale Meat (KZN) (Pty) Ltd
FH000252,Rennies Distribution Sevices
21097428,Lezmin 2195 Pty Ltd t/a RAM Electrical
FH000327,Aswana
72002184,Zimkats Transporters CC
72004322,Motion Liner Transportp Pty Ltd
72003962,J and J Carriers
72003970,Copper Zone Express Pty Ltd
FH000035,Verbena Logistics
72002222,Citi- Net Cc
20966401,Afri Cross Logistical Solutions
00976712,Rymco (Pty) Ltd T/A Anchor Yeast
01843204,LTS Bulk Transport Kenzam Pty Ltd
FH000406,Afrisam
FH000919,Krakatoa Investments PVT Ltd
FH000005,Sazi Translog T/A Tiger Transport
FH000948,David M Wasili t/a Asante Investments
FH001058,Chinchila Freight & Logistics Limited
FH000541,Docs Cash n Carry
20121623,Leselo Trading CC
FH000572,Ellies Botswana
20495265,Lib Macs SA Pty Ltd
FH000990,Hitech (Pty) Ltd T/A Guava Gallery
FH000182,Sediba
21506534,ABG African Link Traders
01900901,Desmonds Clearing and Forwarding Agencies CC
21027876,Doat Logistics CC
21364108,Moz Fresh SA
21254711,Emiac Pty Ltd
21163180,Razzmatazz Trading & Investment 19 (Pty) Ltd
72001110,Multi Digit Trading Nr 78
72001439,Madavhu Investments
21142044,Sanguine Logistics International Pty Ltd
21167134,Zarreen Transport CC
FH000709,Dover Trust
72001501,Novak Logistics & Marketing cc
21111443,Afri-Clear CC
FH000310,Gold Rush Investments
01771570,Zimsa Forwarding & Shipping
FH000384,Sweet Way Investment
01804911,Cargo Services Durban (PTY) LTD
FH000818,Stelonet Investments
21196596,MGK Agency and Services
20743066,Mac Motors
00562432,Javelin Trucking Pty Ltd
20191021,Lakho Mining Services CC
00889348,Barry Collier & Company Pty Ltd
FH001015,Kuzingwa Chilinjala t/a Waltera Transport
20680355,MSCP Transport CC
72002257,AJR Transport CC
20093926,Cart Blanche Marketing
20579001,Transaction Carriers (Pty) Ltd
FH000484,Libombo Sugar
FH000409,Palfridge
20367546,Northern Natal Seedlings
72004861,LMF and Filhos LDA Pty Ltd
FH000009,Mulbridge Transport
FH000458,Trencor Investment
FH000047,Servir Mozambique
20759565,Delta Granietwerke BK
72000041,Manta Freight Logistics CC
20561456,Absolute Logistics (Pty) Ltd
21482833,Savana Logistics (Pty) Ltd
FH000536,Transilva Lda
72002699,Izusa Carriers
FH000291,Stallion Motors (PVT) Ltd
FH000682,Trans Mussa
FH000701,V14S Transport
20063566,Shilo Freight and Logistics CC
21035363,Bright Future Logistics Solution
FH000726,Simon A.N
72001781,Rightside Up Distribution Pty Ltd
20166364,Logix Solution (Pty) LTD
FH000789,PFG Building Glass
FH000794,Van Zyl Transport
FH000352,Alliance Carriers Botswana
00950316,Beit Bridge Border Clearing Agency (Pty) Ltd
FH000777,Genis Transport
21518728,Fire Extreme Holdings (Pty) Ltd
FH000805,Macs Transport
01540611,Northern Textile Mills SA Pty Ltd
21506755,TTH Agencies And Logistics (Pty) Ltd
FH000218,TZN Transport
FH000098,Incomati
FH001017,FA Mussa
FH000083,TCS Freight
FH000071,FH Bertling Logistics
72000221,Impro Logistics ( PTY) LTD
00755213,Holler Trade CC
72002745,Mebruk Trading CC
72001651,Hia Rigging Pty Ltd
FH001072,Swazi Rubber And Retread
72004446,BJ Nhanala Fruit & Veg
FH000987,Tivakashi
21455510,Atalgebraic Group  Pty Ltd
72005159,National Road Carriers
01507219,Astrad Trading (PTY) LTD
72003423,Nervada Trading Pty Ltd
20434121,Premier Attraction 85 CC
FH000297,JB Smit Vervoer
FH000255,Mas Freight
01458745,RTT Group
20254891,Nagoya Auto Traders CC
FH000228,Century Office Supplies
FH000707,Danie Viljoen Transport
21063046,Sewsanker Transport CC
20779055,Alderwood Trading 221 CC
72004780,Ziqhenya Logistics
20613271,Alfri Agents For Import and Export
FH000359,Sandveld Transport CC
FH000396,Logico Unlimited
FH000369,Mafauuka Transport
